customer_id,first_name,last_name,date_of_birth,gender,annual_income,occupation,city,state,customer_since,customer_status
1507,Arin,Narula,1964-10-28,Female,120000.0,Student,Mysuru,Karnataka,2024-03-11,Inactive
1508,Siddharth,Jani,1987-10-15,Male,120000.0,Consultant,Kolkata,West Bengal,2020-07-03,Active
1509,Aarna,Subramanian,1992-12-31,Female,120000.0,Sales Professional,Mangaluru,Karnataka,2024-01-08,Active
1510,Lohit,Badami,1976-03-25,Female,120000.0,Accountant,Pune,Maharashtra,2021-07-09,Active
1511,Caleb,Kumer,1962-03-12,Male,120000.0,Doctor,Bengaluru,Karnataka,2012-08-16,Active
1512,Bhanumati,Iyer,2004-04-22,Female,120000.0,Consultant,Mysuru,Karnataka,2023-06-15,Active
1513,Anika,Bera,1982-03-30,Male,120000.0,Doctor,Mumbai,Maharashtra,2022-09-28,Active
1514,Abhiram,Bhavsar,1977-01-18,Male,120000.0,Self Employed,Bengaluru,Karnataka,2022-11-02,Active
1515,Anika,Parsa,1957-12-11,Male,120000.0,Accountant,Chennai,Tamil Nadu,2011-12-05,Closed
1516,Brinda,Raju,1966-05-02,Female,120000.0,Doctor,Pune,Maharashtra,2018-01-29,Active
1517,Yashoda,Chaudhary,1972-01-26,Female,120000.0,Sales Professional,Pune,Maharashtra,2019-11-06,Active
1518,Gaurang,Grewal,1964-02-20,Female,120000.0,Consultant,Chennai,Tamil Nadu,2020-02-13,Active
1519,Tanvi,Bains,1953-04-23,Female,120000.0,Government Employee,Jaipur,Rajasthan,2015-10-24,Active
1520,Dalaja,Nath,1983-12-11,Male,120000.0,Software Engineer,Kolkata,West Bengal,2018-04-18,Active
1521,Naksh,Badami,1974-03-15,Female,120000.0,Business Owner,Bengaluru,Karnataka,2023-03-31,Active
1522,Indira,Pant,1993-02-24,Female,120000.0,Sales Professional,Mumbai,Maharashtra,2016-09-29,Active
1523,Warinder,Thaker,1969-05-17,Male,120000.0,Doctor,Kolkata,West Bengal,2025-05-31,Active
1524,David,Kurian,1976-12-13,Female,128825.96,Consultant,Jaipur,Rajasthan,2025-06-19,Active
1525,Ayushman,Mammen,1965-12-14,Male,142443.65,Accountant,Chennai,Tamil Nadu,2014-03-08,Active
1526,Harita,Ramaswamy,1995-04-23,Female,120000.0,Government Employee,Mangaluru,Karnataka,2013-12-08,Active
1527,Gagan,Raja,1986-01-14,Female,120000.0,Sales Professional,Chennai,Tamil Nadu,2023-02-19,Active
1528,Utkarsh,Sahni,1966-12-17,Female,120000.0,Government Employee,Chennai,Tamil Nadu,2021-05-07,Active
1529,Michael,Sandhu,1971-11-11,Female,120000.0,Teacher,Kolkata,West Bengal,2021-11-25,Active
1530,Forum,Sen,1987-07-03,Male,120000.0,Student,Kolkata,West Bengal,2013-11-04,Inactive
1531,Samuel,Devi,1990-02-21,Male,120000.0,Doctor,Delhi,Delhi,2020-10-23,Active
1532,Samaksh,Devi,1971-08-19,Male,120000.0,Teacher,Hyderabad,Telangana,2023-04-26,Active
1533,Krishna,Sani,2003-01-02,Female,120000.0,Retired,Jaipur,Rajasthan,2014-01-26,Active
1534,Nakul,Nadkarni,1955-03-21,Female,120000.0,Sales Professional,Mumbai,Maharashtra,2021-01-31,Active
1535,Jagat,Gour,1972-03-19,Female,120000.0,Business Owner,Hyderabad,Telangana,2014-01-29,Active
1536,Ayushman,Nagar,1978-10-12,Female,120000.0,Government Employee,Kolkata,West Bengal,2018-08-07,Active
1537,Chavvi,Savant,2001-05-05,Male,120000.0,Teacher,Jaipur,Rajasthan,2025-07-31,Active
1538,Anusha,Doshi,2003-08-15,Female,120000.0,Business Owner,Kolkata,West Bengal,2014-10-19,Active
1539,Hredhaan,Deep,1963-03-05,Male,120000.0,Accountant,Delhi,Delhi,2012-01-18,Active
1540,Amara,Kashyap,1991-03-09,Male,120000.0,Bank Employee,Hyderabad,Telangana,2015-07-21,Inactive
1541,Vihaan,Bal,1975-01-19,Male,120000.0,Sales Professional,Kolkata,West Bengal,2012-12-14,Active
1542,Vansha,Desai,1984-10-14,Female,120000.0,Self Employed,Jaipur,Rajasthan,2021-11-21,Active
1543,Upasna,Prakash,1963-02-14,Female,120000.0,Business Owner,Mangaluru,Karnataka,2018-03-12,Active
1544,Vyanjana,Som,1959-12-17,Female,120000.0,Consultant,Pune,Maharashtra,2014-05-22,Active
1545,Reyansh,Kara,1952-10-18,Female,120000.0,Software Engineer,Mumbai,Maharashtra,2018-07-21,Active
1546,Alexander,Madan,1978-09-17,Female,120000.0,Business Owner,Jaipur,Rajasthan,2015-05-22,Inactive
1547,Samaksh,Jayaraman,1955-02-07,Other,120000.0,Student,Kolkata,West Bengal,2014-08-13,Active
1548,Reva,Suri,1997-05-30,Male,120000.0,Government Employee,Jaipur,Rajasthan,2017-02-16,Active
1549,Tanvi,Koshy,1979-09-12,Male,120000.0,Accountant,Mumbai,Maharashtra,2018-06-28,Active
1550,Benjamin,Rai,1999-08-12,Male,120000.0,Student,Mysuru,Karnataka,2016-12-04,Active
1551,Meera,Yadav,1986-05-06,Female,120000.0,Software Engineer,Mysuru,Karnataka,2022-07-07,Active
1552,Balvan,Verma,1958-01-16,Male,204487.55,Retired,Mumbai,Maharashtra,2019-04-15,Active
1553,Tanmayi,Basak,1967-04-29,Female,120000.0,Consultant,Chennai,Tamil Nadu,2020-06-05,Inactive
1554,Meghana,Baral,1988-07-21,Female,120000.0,Accountant,Delhi,Delhi,2018-03-12,Inactive
1555,Zaitra,Bawa,1963-07-10,Male,120000.0,Student,Mumbai,Maharashtra,2016-07-22,Active
1556,Ria,Rao,1971-04-30,Female,120000.0,Business Owner,Mangaluru,Karnataka,2024-10-06,Active
1557,Bhavika,Shenoy,1961-12-07,Male,120000.0,Software Engineer,Delhi,Delhi,2018-10-16,Active
1558,Chaitaly,Bhagat,1997-07-21,Male,120000.0,Retired,Hyderabad,Telangana,2020-05-25,Active
1559,Lucky,Sheth,1994-07-27,Male,120000.0,Software Engineer,Hyderabad,Telangana,2019-04-15,Active
1560,Gautam,Tella,1958-04-21,Male,120000.0,Consultant,Pune,Maharashtra,2014-08-30,Closed
1561,Krishna,Ramaswamy,1978-09-30,Male,120000.0,Bank Employee,Mumbai,Maharashtra,2017-02-07,Active
1562,Shravya,Bakshi,1962-10-11,Female,120000.0,Self Employed,Bengaluru,Karnataka,2019-04-28,Active
1563,Saksham,Sha,1956-09-27,Female,120000.0,Retired,Mangaluru,Karnataka,2015-11-09,Active
1564,Ekiya,Gade,1999-06-28,Male,120000.0,Teacher,Jaipur,Rajasthan,2024-01-29,Active
1565,Jatin,Chand,1958-05-16,Female,120000.0,Doctor,Chennai,Tamil Nadu,2023-08-14,Active
1566,Shivani,Patil,1956-05-29,Male,120000.0,Software Engineer,Mumbai,Maharashtra,2020-07-06,Active
1567,Leena,Vaidya,1992-04-03,Female,120000.0,Teacher,Mangaluru,Karnataka,2014-04-28,Active
1568,Kritika,Rai,1953-08-04,Male,120000.0,Accountant,Bengaluru,Karnataka,2024-09-02,Active
1569,Onkar,Nayak,1989-01-31,Female,120000.0,Sales Professional,Hyderabad,Telangana,2022-10-28,Active
1570,Mason,Gaba,1960-06-11,Male,120000.0,Self Employed,Delhi,Delhi,2014-08-24,Active
1571,Charan,Saini,1971-07-26,Male,120000.0,Bank Employee,Chennai,Tamil Nadu,2016-11-13,Active
1572,Sanaya,Mani,1993-03-26,Female,120000.0,Consultant,Mysuru,Karnataka,2014-09-04,Active
1573,Jacob,Deep,1964-05-28,Male,120000.0,Doctor,Kolkata,West Bengal,2011-08-30,Active
1574,Zehaan,Arora,1981-10-24,Male,120000.0,Government Employee,Pune,Maharashtra,2020-01-26,Active
1575,Wishi,Ahluwalia,1991-12-23,Female,120000.0,Software Engineer,Mysuru,Karnataka,2019-12-31,Active
1576,Wazir,Kalla,1990-09-04,Male,127312.18,Sales Professional,Bengaluru,Karnataka,2022-10-27,Active
1577,Vamakshi,Setty,1978-07-07,Male,120000.0,Business Owner,Chennai,Tamil Nadu,2019-02-13,Active
1578,Fariq,Ahuja,1967-04-04,Male,120000.0,Accountant,Pune,Maharashtra,2020-11-30,Active
1579,Arunima,Johal,1953-12-06,Male,120000.0,Sales Professional,Hyderabad,Telangana,2014-09-30,Active
1580,Manbir,Bhakta,1995-01-22,Male,120000.0,Software Engineer,Pune,Maharashtra,2017-07-16,Active
1581,Balhaar,Dhillon,1952-10-23,Male,120000.0,Software Engineer,Chennai,Tamil Nadu,2022-12-13,Active
1582,Chanchal,Narula,1956-07-27,Female,120000.0,Accountant,Kolkata,West Bengal,2012-06-08,Active
1583,Ikbal,Saha,1962-09-25,Female,120000.0,Self Employed,Chennai,Tamil Nadu,2014-05-07,Active
1584,Bhavani,Goel,1981-08-03,Female,120000.0,Business Owner,Kolkata,West Bengal,2024-05-08,Active
1585,Jagvi,Banik,1956-12-09,Female,137948.62,Teacher,Chennai,Tamil Nadu,2024-09-04,Active
1586,Chandani,Naidu,1975-09-07,Male,120000.0,Student,Jaipur,Rajasthan,2018-01-18,Active
1587,Ekansh,Sane,1988-01-24,Male,120000.0,Teacher,Bengaluru,Karnataka,2012-09-15,Active
1588,Brinda,Sinha,1959-10-05,Male,120000.0,Accountant,Jaipur,Rajasthan,2013-09-05,Active
1589,Anvi,Narayan,1986-06-20,Female,120000.0,Retired,Chennai,Tamil Nadu,2018-08-23,Active
1590,Shaurya,Kadakia,1992-04-02,Female,120000.0,Software Engineer,Pune,Maharashtra,2012-08-04,Inactive
1591,Ikbal,Wadhwa,1956-07-27,Male,120000.0,Bank Employee,Mumbai,Maharashtra,2019-10-31,Active
1592,Bhavna,Sane,1992-01-13,Male,120000.0,Software Engineer,Bengaluru,Karnataka,2016-12-26,Active
1593,Aashi,Vora,1989-09-28,Female,120000.0,Government Employee,Mangaluru,Karnataka,2022-03-16,Active
1594,Irya,Dayal,1992-05-28,Female,120932.06,Software Engineer,Jaipur,Rajasthan,2021-03-05,Active
1595,Watika,Venkatesh,2000-03-22,Male,120000.0,Retired,Kolkata,West Bengal,2022-05-09,Active
1596,Widisha,Tailor,2005-08-02,Female,120000.0,Teacher,Mysuru,Karnataka,2014-08-30,Active
1597,Viraj,Mannan,1963-10-10,Female,120000.0,Self Employed,Bengaluru,Karnataka,2011-08-18,Inactive
1598,Jagat,Bajwa,1982-03-28,Female,120000.0,Sales Professional,Mumbai,Maharashtra,2022-03-30,Active
1599,Jacob,Johal,2005-01-05,Female,120000.0,Software Engineer,Mysuru,Karnataka,2022-01-26,Active
1600,Oeshi,Sachdev,1953-09-12,Male,120000.0,Doctor,Delhi,Delhi,2017-04-13,Active
1601,Inaya,Kala,1951-05-16,Male,120000.0,Software Engineer,Bengaluru,Karnataka,2022-07-02,Active
1602,Saksham,Manda,1967-12-01,Female,120000.0,Software Engineer,Mumbai,Maharashtra,2025-01-17,Inactive
1603,Ekansh,Morar,1971-01-14,Other,120000.0,Student,Hyderabad,Telangana,2020-03-22,Active
1604,Ekiya,Ahuja,1958-05-08,Female,120000.0,Software Engineer,Hyderabad,Telangana,2023-04-09,Active
1605,Gauri,Om,1977-07-21,Female,129339.02,Consultant,Mangaluru,Karnataka,2023-12-05,Inactive
1606,Ayush,Gill,1963-10-22,Female,120000.0,Business Owner,Mangaluru,Karnataka,2017-03-23,Active
1607,Hamsini,Srinivas,1982-11-22,Male,120000.0,Government Employee,Mysuru,Karnataka,2025-03-01,Active
1608,Balendra,Deshpande,1983-05-15,Female,120000.0,Doctor,Chennai,Tamil Nadu,2014-03-31,Active
1609,Triveni,Yadav,1973-05-29,Male,120000.0,Doctor,Chennai,Tamil Nadu,2019-06-21,Closed
1610,Odika,Bhalla,1986-01-23,Other,120000.0,Software Engineer,Kolkata,West Bengal,2016-09-11,Active
1611,Diya,Wason,1951-11-17,Male,120000.0,Business Owner,Mumbai,Maharashtra,2015-02-23,Active
1612,Garima,Pandya,1955-02-09,Female,120000.0,Software Engineer,Hyderabad,Telangana,2014-02-21,Active
1613,Avni,Balasubramanian,1973-09-06,Female,120000.0,Student,Jaipur,Rajasthan,2017-12-26,Active
1614,Noah,Ramachandran,1963-05-10,Female,120000.0,Sales Professional,Mangaluru,Karnataka,2021-09-23,Active
1615,Jackson,Morar,1998-08-06,Female,120000.0,Bank Employee,Pune,Maharashtra,2016-12-14,Active
1616,Azad,Magar,1978-10-07,Male,120000.0,Doctor,Mumbai,Maharashtra,2013-01-29,Active
1617,Watika,Khanna,1975-11-21,Female,120000.0,Retired,Bengaluru,Karnataka,2019-04-17,Active
1618,Chasmum,Kalita,1986-05-03,Male,120000.0,Bank Employee,Mangaluru,Karnataka,2016-09-29,Active
1619,Parth,Choudhury,1976-01-26,Male,120000.0,Retired,Bengaluru,Karnataka,2024-12-15,Active
1620,Baljiwan,Jaggi,1956-11-26,Female,120000.0,Accountant,Mumbai,Maharashtra,2019-02-25,Active
1621,Yashawini,Bakshi,2004-12-22,Male,120000.0,Student,Mysuru,Karnataka,2019-10-25,Active
1622,Xiti,Dube,1963-07-19,Male,128384.13,Business Owner,Delhi,Delhi,2017-05-22,Active
1623,Veda,Viswanathan,1971-09-22,Female,120000.0,Bank Employee,Bengaluru,Karnataka,2024-10-17,Active
1624,Falak,Dhar,2002-12-19,Male,120000.0,Bank Employee,Chennai,Tamil Nadu,2013-04-10,Active
1625,Zaitra,Deo,1964-07-25,Male,120000.0,Software Engineer,Mumbai,Maharashtra,2023-12-06,Inactive
1626,Balhaar,Sharaf,1976-12-23,Male,120000.0,Consultant,Jaipur,Rajasthan,2023-09-29,Active
1627,Jack,Agrawal,1971-10-07,Female,120000.0,Consultant,Jaipur,Rajasthan,2012-05-08,Active
1628,Gagan,Nath,1982-05-17,Male,138014.91,Sales Professional,Jaipur,Rajasthan,2012-05-21,Active
1629,Harshil,Verma,2002-09-28,Female,120000.0,Teacher,Bengaluru,Karnataka,2022-10-24,Active
1630,Devika,Bajaj,1989-11-27,Female,120000.0,Sales Professional,Mysuru,Karnataka,2024-07-04,Active
1631,Devika,Kadakia,1972-06-09,Male,120000.0,Accountant,Kolkata,West Bengal,2015-01-06,Active
1632,Reyansh,Mangat,1969-06-06,Female,120000.0,Doctor,Bengaluru,Karnataka,2020-08-28,Active
1633,Eiravati,Sastry,1996-04-09,Male,120000.0,Government Employee,Hyderabad,Telangana,2013-08-09,Active
1634,Anjali,Dixit,1961-04-27,Female,120000.0,Software Engineer,Delhi,Delhi,2016-04-04,Active
1635,Ishwar,Aurora,1992-12-29,Female,120000.0,Sales Professional,Chennai,Tamil Nadu,2021-02-14,Active
1636,Yoshita,Chaudry,1964-08-29,Male,227417.11,Bank Employee,Chennai,Tamil Nadu,2020-10-31,Active
1637,Inaya,Nagar,1969-01-18,Female,146556.69,Consultant,Mangaluru,Karnataka,2014-01-04,Active
1638,Bhanumati,Konda,1962-04-05,Female,120000.0,Student,Delhi,Delhi,2012-10-24,Active
1639,Deepa,Nigam,1987-05-23,Female,120000.0,Consultant,Chennai,Tamil Nadu,2019-02-24,Active
1640,Chandresh,De,1952-07-29,Male,120000.0,Retired,Pune,Maharashtra,2019-08-12,Active
1641,Chandresh,Cherian,1976-09-15,Female,120000.0,Teacher,Mumbai,Maharashtra,2012-07-08,Active
1642,Gabriel,Sandhu,1977-04-10,Female,178546.02,Teacher,Bengaluru,Karnataka,2014-08-25,Active
1643,Sanaya,Parekh,1971-11-12,Male,120000.0,Retired,Hyderabad,Telangana,2017-04-04,Active
1644,Rudra,Walla,1955-12-13,Male,120000.0,Doctor,Delhi,Delhi,2024-06-17,Active
1645,Udyati,Deep,1956-12-04,Female,120000.0,Accountant,Mumbai,Maharashtra,2025-06-06,Active
1646,Upadhriti,Chatterjee,1981-08-09,Male,167110.1,Government Employee,Pune,Maharashtra,2016-11-18,Active
1647,Udyati,Singhal,1966-05-15,Male,120000.0,Teacher,Chennai,Tamil Nadu,2015-05-30,Active
1648,Maanas,Kuruvilla,1975-05-03,Male,120000.0,Government Employee,Mangaluru,Karnataka,2018-04-10,Active
1649,Qadim,Narayanan,2004-04-12,Female,120000.0,Consultant,Mysuru,Karnataka,2017-02-15,Active
1650,Sudiksha,Sura,1952-08-30,Male,120000.0,Business Owner,Delhi,Delhi,2012-09-18,Active
1651,Vaishnavi,Chowdhury,1974-07-09,Female,120000.0,Consultant,Mumbai,Maharashtra,2019-09-30,Active
1652,Triya,Garde,1969-10-23,Male,359265.04,Consultant,Chennai,Tamil Nadu,2024-08-31,Closed
1653,Ijaya,Datta,1985-03-03,Female,120000.0,Business Owner,Mysuru,Karnataka,2013-05-09,Inactive
1654,Nidra,Chhabra,1972-10-11,Male,120000.0,Bank Employee,Hyderabad,Telangana,2021-01-23,Active
1655,Ekavir,Mittal,1986-11-09,Male,120000.0,Business Owner,Mumbai,Maharashtra,2019-06-12,Active
1656,Nandini,Sachdev,1966-11-02,Male,120000.0,Consultant,Hyderabad,Telangana,2022-03-01,Active
1657,Yagnesh,Dutt,1983-06-06,Female,120000.0,Teacher,Jaipur,Rajasthan,2018-02-17,Active
1658,Dominic,Oak,1964-10-09,Female,120000.0,Government Employee,Pune,Maharashtra,2025-06-13,Active
1659,Raagini,Saran,1989-03-15,Female,121593.43,Student,Chennai,Tamil Nadu,2024-12-30,Active
1660,Hema,Keer,1962-05-20,Male,120000.0,Self Employed,Delhi,Delhi,2022-11-16,Active
1661,Faras,Sur,1958-05-20,Female,120000.0,Accountant,Delhi,Delhi,2021-09-04,Active
1662,Ubika,Nanda,1988-05-17,Male,120000.0,Software Engineer,Mangaluru,Karnataka,2013-04-06,Active
1663,Sai,Goda,1971-07-26,Male,120000.0,Consultant,Mangaluru,Karnataka,2018-07-04,Active
1664,Ekaraj,Chopra,1997-04-02,Male,120000.0,Self Employed,Kolkata,West Bengal,2025-06-14,Active
1665,Ladli,Narang,1984-03-28,Male,120000.0,Accountant,Mysuru,Karnataka,2022-07-29,Active
1666,Darsh,Chana,1965-05-30,Female,120000.0,Retired,Mysuru,Karnataka,2025-07-02,Active
1667,Liam,Acharya,2002-02-14,Female,120000.0,Accountant,Mysuru,Karnataka,2014-02-05,Active
1668,Manthan,Sethi,1986-10-03,Male,120000.0,Self Employed,Mangaluru,Karnataka,2016-07-24,Active
1669,Madhavi,Sekhon,1963-12-02,Female,120000.0,Government Employee,Jaipur,Rajasthan,2015-02-06,Active
1670,Edhitha,Mistry,1989-05-30,Male,120000.0,Government Employee,Bengaluru,Karnataka,2025-02-11,Active
1671,Daksha,Saran,1999-06-13,Male,120000.0,Teacher,Bengaluru,Karnataka,2017-06-17,Active
1672,Gaurav,Anand,1992-03-19,Female,120000.0,Teacher,Delhi,Delhi,2020-04-14,Active
1673,Netra,Datta,1970-08-15,Female,121048.91,Consultant,Mysuru,Karnataka,2012-08-30,Active
1674,Kala,Bera,1950-08-29,Male,120000.0,Sales Professional,Chennai,Tamil Nadu,2023-07-27,Active
1675,Jagrati,Choudhary,1969-10-22,Male,120000.0,Student,Jaipur,Rajasthan,2012-02-18,Active
1676,Wahab,Sankaran,1998-05-22,Male,120000.0,Self Employed,Jaipur,Rajasthan,2021-08-23,Active
1677,Meera,Nadkarni,1999-01-15,Female,146005.82,Consultant,Mysuru,Karnataka,2018-02-11,Active
1678,Nidra,Raj,1980-03-20,Female,120000.0,Business Owner,Mysuru,Karnataka,2020-11-16,Active
1679,Siddharth,Ghose,1982-12-01,Male,120000.0,Retired,Mumbai,Maharashtra,2013-12-20,Active
1680,Raghav,Rajagopalan,1975-02-14,Female,120000.0,Government Employee,Delhi,Delhi,2018-09-13,Active
1681,Mitesh,Mani,1996-03-14,Male,120000.0,Bank Employee,Mysuru,Karnataka,2013-09-27,Active
1682,Krish,Apte,1955-06-27,Male,120000.0,Government Employee,Mangaluru,Karnataka,2022-08-19,Active
1683,Amol,Dhawan,1999-09-09,Male,120000.0,Doctor,Pune,Maharashtra,2019-11-19,Active
1684,Rajeshri,Deshpande,1956-05-13,Male,203194.4,Sales Professional,Bengaluru,Karnataka,2013-12-08,Active
1685,Ojasvi,Shah,2004-04-15,Female,120000.0,Retired,Bengaluru,Karnataka,2023-06-08,Active
1686,Pavani,Gole,1981-07-11,Male,137982.77,Sales Professional,Mangaluru,Karnataka,2020-04-08,Active
1687,Panini,Sengupta,1976-10-13,Male,120000.0,Doctor,Jaipur,Rajasthan,2017-08-24,Active
1688,Upkaar,Grewal,1979-07-05,Female,120000.0,Government Employee,Pune,Maharashtra,2021-11-20,Active
1689,Abhimanyu,Tara,2000-05-04,Male,120000.0,Accountant,Mangaluru,Karnataka,2015-08-19,Active
1690,Yachana,Luthra,1978-07-24,Male,120000.0,Doctor,Bengaluru,Karnataka,2020-11-22,Active
1691,Jeevika,Bandi,1953-03-07,Male,120000.0,Government Employee,Delhi,Delhi,2021-04-08,Active
1692,Vasudha,Pillay,1958-04-21,Male,120000.0,Student,Delhi,Delhi,2021-06-22,Active
1693,Vasatika,Buch,1960-04-09,Male,120000.0,Self Employed,Jaipur,Rajasthan,2024-01-10,Active
1694,Ati,Shroff,1985-10-12,Female,120000.0,Business Owner,Pune,Maharashtra,2012-12-07,Inactive
1695,Gaurang,Korpal,1982-10-02,Female,120000.0,Government Employee,Pune,Maharashtra,2022-05-01,Active
1696,Faras,Zacharia,2004-11-29,Female,120000.0,Sales Professional,Mysuru,Karnataka,2021-06-18,Active
1697,Devika,Bera,1973-12-24,Male,120000.0,Sales Professional,Kolkata,West Bengal,2020-09-14,Active
1698,Advay,Singh,1981-07-02,Male,154628.96,Student,Chennai,Tamil Nadu,2020-04-28,Inactive
1699,Upasna,Narula,1979-04-03,Female,120000.0,Accountant,Chennai,Tamil Nadu,2017-08-09,Active
1700,Chaitaly,Mann,1962-01-01,Male,120000.0,Teacher,Mumbai,Maharashtra,2012-03-15,Active
1701,Daksha,Lad,1954-10-13,Male,120000.0,Teacher,Delhi,Delhi,2022-04-23,Active
1702,Urvashi,Gara,1989-08-02,Female,120000.0,Bank Employee,Delhi,Delhi,2012-06-24,Active
1703,Bishakha,Bala,1970-02-13,Male,120000.0,Business Owner,Chennai,Tamil Nadu,2019-11-07,Active
1704,Fitan,Date,1985-01-03,Male,120000.0,Bank Employee,Mangaluru,Karnataka,2012-11-28,Active
1705,Arunima,Krishnan,1959-08-16,Male,120000.0,Student,Jaipur,Rajasthan,2022-01-29,Active
1706,Avni,Maharaj,1968-02-02,Male,124616.47,Doctor,Pune,Maharashtra,2011-11-05,Active
1707,Isaac,Ghosh,1990-11-15,Female,120000.0,Software Engineer,Delhi,Delhi,2024-03-04,Active
1708,Matthew,Sekhon,1975-10-07,Female,120000.0,Sales Professional,Mangaluru,Karnataka,2025-05-06,Active
1709,Parth,Lal,2003-11-08,Female,120000.0,Student,Mumbai,Maharashtra,2023-07-11,Active
1710,Warinder,Sundaram,1962-11-28,Female,250877.74,Bank Employee,Hyderabad,Telangana,2025-03-15,Active
1711,Bachittar,Oza,1956-05-06,Female,120000.0,Government Employee,Mysuru,Karnataka,2014-01-26,Active
1712,Mitesh,Tandon,2001-10-29,Male,120000.0,Bank Employee,Mysuru,Karnataka,2018-08-17,Active
1713,Leela,Khanna,1995-07-24,Female,120000.0,Student,Chennai,Tamil Nadu,2019-02-03,Active
1714,Oliver,Kade,1989-12-02,Other,120000.0,Student,Pune,Maharashtra,2024-02-05,Active
1715,Hemani,Bhagat,1994-04-23,Female,120000.0,Teacher,Mangaluru,Karnataka,2016-02-06,Active
1716,Jack,Ben,1962-01-03,Male,120000.0,Bank Employee,Mumbai,Maharashtra,2019-07-01,Active
1717,Mohini,Soni,1971-02-10,Female,120000.0,Government Employee,Bengaluru,Karnataka,2019-09-15,Active
1718,Vivaan,Raghavan,1997-02-11,Male,120000.0,Doctor,Pune,Maharashtra,2023-08-10,Inactive
1719,Madhavi,Som,1968-06-22,Male,120000.0,Student,Chennai,Tamil Nadu,2014-01-26,Active
1720,Radhika,Arora,1970-04-03,Female,120000.0,Business Owner,Mysuru,Karnataka,2025-03-02,Active
1721,Saumya,Raja,1996-10-10,Female,120000.0,Student,Pune,Maharashtra,2016-12-21,Active
1722,Benjamin,Chatterjee,1986-10-04,Male,120000.0,Software Engineer,Jaipur,Rajasthan,2022-06-12,Active
1723,Irya,Sankaran,1992-02-23,Female,120000.0,Software Engineer,Mysuru,Karnataka,2022-09-11,Active
1724,Anjali,Nayak,1968-12-30,Male,120000.0,Doctor,Mumbai,Maharashtra,2016-02-23,Active
1725,Guneet,Kumer,1995-02-17,Female,120000.0,Teacher,Hyderabad,Telangana,2021-07-16,Active
1726,Mahika,Shenoy,2003-03-20,Male,120000.0,Student,Bengaluru,Karnataka,2023-02-03,Closed
1727,Wyatt,Hayer,1985-12-26,Female,120000.0,Business Owner,Jaipur,Rajasthan,2017-05-05,Active
1728,Pranit,Munshi,1987-11-13,Female,120000.0,Government Employee,Mysuru,Karnataka,2011-10-13,Inactive
1729,Abhiram,Bir,1951-06-02,Female,120000.0,Bank Employee,Bengaluru,Karnataka,2018-08-07,Active
1730,Guneet,Vohra,1957-09-03,Female,120000.0,Business Owner,Mumbai,Maharashtra,2023-04-07,Closed
1731,Sanaya,Panchal,1965-07-14,Male,120000.0,Retired,Chennai,Tamil Nadu,2023-12-10,Inactive
1732,Bhanumati,Krishnamurthy,1963-09-29,Male,120000.0,Bank Employee,Hyderabad,Telangana,2012-03-07,Active
1733,Arjun,Chanda,1954-06-22,Female,120000.0,Accountant,Mumbai,Maharashtra,2021-09-16,Active
1734,Teerth,Dara,1998-10-15,Female,120000.0,Retired,Jaipur,Rajasthan,2013-08-23,Active
1735,Gabriel,De,1976-03-09,Male,120000.0,Software Engineer,Kolkata,West Bengal,2022-10-08,Active
1736,Qasim,Choudhry,1997-12-10,Male,120000.0,Consultant,Mumbai,Maharashtra,2014-09-26,Active
1737,Zehaan,Menon,1982-05-19,Male,120000.0,Retired,Jaipur,Rajasthan,2022-11-03,Inactive
1738,Faqid,Setty,1969-05-30,Female,120000.0,Teacher,Delhi,Delhi,2024-09-09,Active
1739,Prisha,Naik,1968-02-12,Female,120000.0,Teacher,Hyderabad,Telangana,2014-05-11,Active
1740,Ethan,Malhotra,2003-06-27,Female,120000.0,Sales Professional,Bengaluru,Karnataka,2012-08-30,Active
1741,Lavanya,Rama,1973-03-29,Male,162178.45,Teacher,Mangaluru,Karnataka,2012-08-16,Active
1742,Aarna,Lanka,1962-09-17,Male,131699.67,Consultant,Jaipur,Rajasthan,2019-02-05,Active
1743,Ekaraj,Swamy,1964-04-04,Other,120000.0,Consultant,Chennai,Tamil Nadu,2021-12-26,Active
1744,Maya,Gokhale,1994-07-12,Male,120000.0,Self Employed,Kolkata,West Bengal,2019-12-22,Active
1745,Ikbal,Dhawan,1987-05-24,Male,120000.0,Consultant,Mysuru,Karnataka,2024-09-05,Active
1746,Raagini,Kamdar,1992-05-20,Female,120000.0,Government Employee,Delhi,Delhi,2022-07-19,Active
1747,Hitesh,Sathe,1999-04-15,Female,120000.0,Software Engineer,Bengaluru,Karnataka,2016-01-04,Active
1748,Harshil,Banerjee,1955-07-26,Male,120000.0,Student,Jaipur,Rajasthan,2012-10-19,Active
1749,Zashil,Sehgal,1951-11-18,Female,120000.0,Teacher,Pune,Maharashtra,2020-01-26,Active
1750,Manthan,Acharya,1953-03-06,Female,120000.0,Student,Chennai,Tamil Nadu,2022-11-28,Active
1751,Madhavi,Lata,1960-12-02,Male,120000.0,Retired,Mysuru,Karnataka,2023-07-06,Active
1752,Forum,Raman,1989-09-15,Male,120000.0,Consultant,Mumbai,Maharashtra,2011-09-01,Active
1753,Yutika,Swaminathan,1983-02-21,Male,120000.0,Accountant,Jaipur,Rajasthan,2019-01-08,Active
1754,Netra,Boase,1987-05-11,Male,120000.0,Government Employee,Chennai,Tamil Nadu,2015-06-12,Active
