employee_id,branch_id,employee_name,job_role,hire_date,salary,employment_status
390,85,Lavanya Thakkar,Relationship Manager,2020-07-29,75018.79,Active
391,29,Neel Iyengar,Customer Service Officer,2025-03-26,56008.64,Active
392,55,Zashil Ben,Operations Officer,2022-07-06,64608.52,Leave
393,74,Kamya Chauhan,Loan Officer,2023-09-15,75656.89,Active
394,76,Bhavani Chacko,Investment Advisor,2024-08-01,49965.4,Active
395,68,Anjali Sengupta,Relationship Manager,2020-05-02,74332.98,Active
396,48,Rajeshri Chand,Teller,2015-05-19,62903.86,Active
397,62,Ikshita Bala,Loan Officer,2018-08-30,58545.04,Active
398,73,Meghana Thakkar,Teller,2017-12-18,67175.7,Active
399,75,Libni Bumb,Branch Manager,2017-12-24,91868.78,Leave
400,19,Ayaan Nagar,Customer Service Officer,2013-04-15,76342.24,Active
401,13,Madhav Devan,Risk Analyst,2012-04-03,78941.71,Active
402,54,Urmi Dewan,Operations Officer,2024-07-06,52208.52,Active
403,15,Saumya Ahluwalia,Relationship Manager,2012-12-13,38280.35,Active
404,60,Aahana Kale,Risk Analyst,2025-10-22,33681.05,Active
405,96,Pallavi Choudhry,Relationship Manager,2024-10-21,53848.99,Active
406,72,Wazir Mitra,Fraud Analyst,2013-09-04,59151.3,Active
407,9,William Saini,Credit Analyst,2022-06-22,74446.71,Active
408,28,Dev Choudhry,Teller,2025-11-01,61110.59,Active
409,25,Amol Varma,Teller,2021-05-21,99298.39,Active
410,15,Maanas Manne,Operations Officer,2018-11-27,31620.96,Active
411,43,Ira Khosla,Teller,2021-04-23,78090.6,Active
412,75,Rachit Chada,Credit Analyst,2020-07-04,66066.49,Active
413,21,Ekansh Vora,Customer Service Officer,2020-11-09,50848.95,Active
414,52,Madhavi Singhal,Credit Analyst,2012-05-05,51556.64,Active
415,36,Kashvi Kulkarni,Loan Officer,2024-04-25,66880.99,Active
416,94,Ishanvi Bir,Operations Officer,2017-06-20,58498.91,Active
417,74,Hemang Natarajan,Operations Officer,2013-11-14,114269.99,Active
418,42,Indira Nigam,Fraud Analyst,2025-06-10,64718.28,Active
419,84,Ucchal Srinivas,Branch Manager,2022-05-08,70753.08,Active
420,13,Krishna Bhatnagar,Operations Officer,2023-10-14,26986.19,Active
421,21,Balhaar Memon,Customer Service Officer,2015-01-12,95210.37,Active
422,88,Ryan Barman,Fraud Analyst,2016-12-21,69404.33,Active
423,42,Yutika Rao,Investment Advisor,2025-06-22,66893.68,Active
424,68,Zehaan Bansal,Loan Officer,2024-06-01,101557.65,Active
425,100,Bhavika Parikh,Operations Officer,2026-04-09,47300.6,Active
426,97,Garima Mahajan,Operations Officer,2013-09-20,66015.71,Active
427,47,Rajeshri Ratta,Relationship Manager,2024-03-31,74743.83,Active
428,81,Libni Nori,Customer Service Officer,2014-10-12,69205.09,Active
429,15,Widisha Pillai,Credit Analyst,2025-03-02,83898.05,Active
430,78,Fitan Samra,Risk Analyst,2012-12-11,129791.3,Active
431,2,Pranit Memon,Credit Analyst,2017-01-24,107505.55,Active
432,39,Fariq Narang,Risk Analyst,2022-11-05,82704.25,Active
433,24,Damini Sehgal,Credit Analyst,2021-11-08,33618.14,Active
434,36,Ojas Sawhney,Investment Advisor,2017-08-01,86336.46,Active
435,36,Brijesh Pandit,Credit Analyst,2022-01-23,33172.04,Active
436,68,Anvi Bhandari,Relationship Manager,2012-11-17,38615.4,Active
437,60,Januja Varghese,Teller,2025-03-25,64129.43,Active
438,72,Azaan Dhar,Loan Officer,2026-01-15,48500.99,Active
439,44,Bakhshi Date,Fraud Analyst,2012-09-29,92012.91,Resigned
440,2,Jeevika Pathak,Customer Service Officer,2018-02-11,39207.59,Active
441,98,Mitesh Sengupta,Operations Officer,2017-11-30,46781.63,Active
442,36,Sachi Bose,Teller,2021-05-14,58716.78,Active
443,31,Jeevika Rao,Risk Analyst,2016-12-13,53402.2,Active
444,55,Zaid Comar,Relationship Manager,2012-01-17,39481.34,Active
445,8,Xalak Vasa,Branch Manager,2018-03-09,26437.79,Active
446,5,Adweta Lad,Branch Manager,2023-07-31,50274.13,Leave
447,65,Tanish Mangal,Risk Analyst,2023-05-30,47713.43,Active
448,72,Ryan Das,Operations Officer,2013-11-29,65886.03,Active
449,16,Siya Gera,Customer Service Officer,2023-09-27,54079.9,Active
450,85,Gagan Nagarajan,Loan Officer,2022-12-18,51909.75,Leave
451,73,Dhruv Mannan,Relationship Manager,2016-09-14,44496.48,Active
452,68,Owen Pathak,Loan Officer,2020-04-04,34188.45,Active
453,35,Jairaj Iyer,Customer Service Officer,2025-01-28,65379.04,Active
454,12,Warjas Tak,Relationship Manager,2012-01-19,59841.66,Active
455,82,Jyoti Sibal,Credit Analyst,2025-04-10,68225.29,Active
456,67,Gabriel Bhatti,Operations Officer,2016-11-11,120653.86,Active
457,73,Varenya Vora,Teller,2018-08-04,76825.74,Active
458,54,Ethan Dass,Relationship Manager,2016-12-29,62447.34,Leave
459,14,Shivani Shukla,Relationship Manager,2023-03-05,97399.14,Active
460,3,Kabir Gopal,Credit Analyst,2024-08-30,72782.7,Active
461,25,Rachita Thakkar,Teller,2026-05-16,58619.21,Active
462,79,Jeet Vasa,Branch Manager,2014-03-16,41436.06,Active
463,12,Nitesh Edwin,Branch Manager,2017-02-02,43098.03,Active
464,93,Hiral Venkataraman,Loan Officer,2016-06-08,56929.52,Active
465,83,Zashil Hegde,Credit Analyst,2022-05-29,37574.07,Active
466,11,Jeremiah Mitter,Loan Officer,2022-01-20,66000.34,Active
467,56,Yadavi Ganguly,Risk Analyst,2021-09-02,38918.64,Active
468,28,Onveer Nazareth,Credit Analyst,2025-12-08,54659.64,Active
469,16,Ayush Bumb,Relationship Manager,2012-05-17,63335.48,Active
470,52,Shivansh Saha,Branch Manager,2022-02-12,59938.01,Active
471,38,Widisha Mann,Operations Officer,2022-07-10,81387.55,Active
472,99,Vasudha Konda,Operations Officer,2025-04-17,75791.98,Active
473,86,Chameli Setty,Operations Officer,2012-11-04,81432.13,Active
474,2,Nakul Sarraf,Teller,2018-09-03,78180.02,Active
475,79,Ucchal Jani,Teller,2017-05-22,49454.8,Active
476,65,Dhriti Nagar,Teller,2024-02-04,68674.37,Active
477,85,Mohini De,Teller,2024-07-17,42279.72,Active
478,63,Yutika Cherian,Teller,2017-01-11,59229.28,Active
479,55,Unnati Das,Teller,2016-02-26,39435.79,Active
480,82,Yug Dhaliwal,Investment Advisor,2013-04-01,59039.92,Active
481,93,Bina Rajagopalan,Branch Manager,2026-04-21,53772.46,Resigned
482,64,Yuvraj Dutta,Relationship Manager,2025-06-10,85746.8,Active
483,41,Dhriti Gupta,Relationship Manager,2024-08-01,67091.45,Active
484,21,Wishi Varma,Operations Officer,2019-07-18,56480.27,Active
485,59,Darika Tank,Customer Service Officer,2011-12-31,94429.56,Active
486,88,Maya Tiwari,Credit Analyst,2019-05-20,103417.44,Active
487,44,Tanveer Pandit,Relationship Manager,2012-06-06,48459.39,Active
488,87,Baghyawati Talwar,Relationship Manager,2021-10-07,58306.21,Active
489,24,Bhavika Yadav,Credit Analyst,2011-09-28,45212.44,Active
490,11,Raagini Desai,Branch Manager,2016-02-07,94332.77,Active
491,7,Neha Pau,Credit Analyst,2012-05-16,51123.86,Active
492,94,Charan Hayer,Customer Service Officer,2017-10-08,51399.37,Active
493,64,Ethan Raju,Fraud Analyst,2020-03-07,74050.0,Active
494,50,Ati Dani,Credit Analyst,2013-10-16,94741.33,Active
495,68,Meera Prakash,Risk Analyst,2025-02-15,70232.1,Active
496,10,Jasmit Dhawan,Teller,2014-12-27,127739.82,Active
497,91,Xiti Baria,Investment Advisor,2012-05-16,59108.4,Leave
498,16,Laksh Nath,Loan Officer,2025-04-12,41968.53,Active
499,15,Zilmil Shan,Relationship Manager,2014-02-19,41536.04,Active
500,89,Falak Nagar,Loan Officer,2014-05-14,30084.8,Leave
501,30,Chandani Nayar,Branch Manager,2020-03-26,55412.54,Active
502,21,Chandani Soman,Credit Analyst,2025-06-24,54345.41,Active
503,94,Jyoti Narula,Operations Officer,2023-01-24,52971.41,Active
504,21,Omaja Morar,Teller,2025-02-26,72570.67,Resigned
505,46,Urvi Lanka,Investment Advisor,2022-10-03,38072.77,Active
506,86,Charan Srinivasan,Customer Service Officer,2014-07-03,64987.36,Resigned
507,22,Manbir Kibe,Loan Officer,2012-02-21,67028.4,Active
508,50,Rayaan Bahl,Credit Analyst,2019-02-08,47154.48,Active
509,44,Omya Doshi,Customer Service Officer,2018-08-18,133939.51,Active
510,63,Nirja Thaker,Customer Service Officer,2024-10-14,87238.55,Active
511,29,David Devi,Operations Officer,2020-06-04,85023.53,Active
512,8,Ekta Sridhar,Fraud Analyst,2020-07-17,64328.58,Active
513,72,Dipta Ghose,Relationship Manager,2019-06-04,72308.45,Active
514,99,Irya Lalla,Fraud Analyst,2021-12-24,67478.9,Active
515,89,Rehaan Koshy,Fraud Analyst,2016-05-07,78098.32,Active
516,66,Umang Mishra,Risk Analyst,2024-09-20,73450.0,Active
517,9,Sarthak Suresh,Branch Manager,2016-12-30,91027.16,Active
518,12,Ikshita Mahal,Relationship Manager,2016-07-01,61640.73,Active
519,34,Ladli Rana,Teller,2025-07-11,36045.96,Active
520,70,Madhav Mannan,Investment Advisor,2012-04-26,40651.55,Active
521,58,Farhan Pal,Branch Manager,2019-02-16,103497.99,Active
522,99,Varenya Kala,Fraud Analyst,2015-01-15,38654.32,Active
523,85,Anita Devan,Customer Service Officer,2013-06-17,35102.24,Active
524,20,Xavier Bedi,Relationship Manager,2022-12-31,93144.23,Active
525,4,Viraj Ben,Credit Analyst,2013-04-22,62583.51,Active
526,4,Ganga Sodhi,Investment Advisor,2013-04-24,47062.04,Active
527,34,Abdul Dugar,Loan Officer,2018-07-11,53786.42,Active
528,63,Vansha Iyengar,Credit Analyst,2024-06-18,61264.62,Active
529,76,Ekani Mangal,Fraud Analyst,2022-08-04,83427.98,Active
530,48,Gaurav Kata,Branch Manager,2020-09-15,76016.98,Active
531,55,Parth Sahni,Relationship Manager,2025-11-07,58166.32,Active
532,47,Balhaar Ranganathan,Risk Analyst,2025-01-03,57376.4,Leave
533,45,Quincy Mann,Relationship Manager,2026-07-08,114878.69,Active
534,91,Aditya Misra,Customer Service Officer,2021-04-07,41075.14,Resigned
535,75,Gautami Mane,Operations Officer,2019-05-02,115798.31,Active
536,61,Krish Thaman,Fraud Analyst,2019-07-26,102758.33,Active
537,77,Reyansh Chowdhury,Relationship Manager,2017-03-24,108060.42,Active
538,51,Tara Kurian,Teller,2023-10-30,107568.0,Active
539,35,Akshay Nazareth,Fraud Analyst,2025-01-20,71665.16,Active
540,5,Reyansh Gill,Branch Manager,2021-12-30,49689.79,Active
541,4,Prisha Varma,Operations Officer,2017-03-07,54394.6,Leave
542,89,Nandini Chandran,Branch Manager,2014-09-30,42202.74,Active
543,24,Vansha Naik,Fraud Analyst,2015-10-28,42542.92,Active
544,92,Advika Rajagopal,Investment Advisor,2015-08-11,43811.01,Resigned
545,16,Amara Narayan,Customer Service Officer,2016-09-27,89866.24,Active
546,73,Advika Parsa,Branch Manager,2023-05-22,55063.71,Active
547,84,David Dani,Loan Officer,2019-07-09,25629.93,Active
548,15,Nathaniel Ravi,Loan Officer,2023-04-11,81586.24,Active
549,75,Jacob Merchant,Branch Manager,2017-11-08,89852.7,Active
550,14,Theodore Deol,Risk Analyst,2019-09-27,52474.36,Active
551,21,Suhani Prakash,Loan Officer,2018-09-04,69989.47,Active
552,49,Tejas Kota,Credit Analyst,2023-03-06,46810.13,Active
553,85,Sanya Wable,Risk Analyst,2023-07-30,48408.42,Active
554,86,Faras Choudhury,Operations Officer,2012-08-26,105901.34,Active
555,24,Mason Gala,Loan Officer,2017-03-08,85325.08,Active
556,49,Jackson Jha,Relationship Manager,2023-10-19,26917.94,Active
557,70,Gavin Uppal,Loan Officer,2019-03-08,38437.19,Leave
558,57,Sudiksha Deo,Loan Officer,2020-05-02,58671.28,Active
559,16,Tanmayi Bhardwaj,Credit Analyst,2021-02-09,74362.27,Active
560,40,Darika Bains,Customer Service Officer,2018-05-04,123022.61,Active
561,10,Aarush Kamdar,Credit Analyst,2021-06-10,47758.51,Active
562,68,Chakradev Sampath,Branch Manager,2017-06-18,45264.7,Active
563,85,Darpan Biswas,Customer Service Officer,2019-08-20,50305.79,Leave
564,40,Bhavini Rege,Fraud Analyst,2014-08-31,47052.71,Active
565,63,Osha Prasad,Loan Officer,2018-02-09,58608.49,Active
566,97,Krishna Prashad,Fraud Analyst,2012-12-19,46279.28,Active
567,6,Ijaya Dani,Operations Officer,2014-08-21,86114.76,Active
568,19,Joshua Kapoor,Teller,2025-10-21,71460.38,Resigned
569,12,Arin Misra,Fraud Analyst,2019-06-25,54713.24,Active
570,85,Ladli Karpe,Investment Advisor,2015-10-24,46383.12,Active
571,47,Hiral Dubey,Investment Advisor,2016-04-16,22791.45,Active
572,2,Isaiah Balay,Operations Officer,2025-05-16,86871.14,Active
573,3,Amol Khosla,Loan Officer,2015-02-09,60449.46,Active
574,8,Harrison Bandi,Teller,2019-03-14,38211.35,Active
575,48,Yash Basu,Teller,2018-06-12,123239.36,Active
576,32,Vivaan Zacharia,Risk Analyst,2015-04-20,41207.0,Active
577,46,Logan Thakur,Operations Officer,2016-07-10,58228.23,Resigned
578,21,Eiravati Nagi,Loan Officer,2015-08-20,70145.72,Active
579,95,Luke Verma,Operations Officer,2015-05-13,68628.31,Active
580,68,Charita Maharaj,Risk Analyst,2012-08-21,45691.64,Active
581,26,Prisha Tandon,Teller,2012-05-26,70920.9,Active
582,60,Lakshmi Vohra,Risk Analyst,2017-01-09,55138.56,Active
583,47,Nilima Dixit,Risk Analyst,2016-09-14,57993.77,Active
584,92,Qarin Yogi,Fraud Analyst,2019-08-29,27336.62,Active
585,28,Umang Mital,Investment Advisor,2026-03-11,65203.69,Active
586,34,Ubika Bhardwaj,Risk Analyst,2021-03-03,50986.6,Active
587,82,Omaja Wagle,Fraud Analyst,2013-11-19,40145.04,Active
588,17,Xavier Kumer,Teller,2015-01-23,121201.23,Active
589,94,Farhan Sengupta,Credit Analyst,2026-01-05,53575.62,Active
590,47,George Wason,Operations Officer,2023-12-06,47267.98,Active
591,20,Charan Loyal,Relationship Manager,2018-01-07,50100.27,Active
592,4,Elijah Guha,Fraud Analyst,2025-04-16,78600.7,Active
593,38,Varenya Joshi,Teller,2026-05-24,71672.88,Active
594,39,Chavvi Aurora,Risk Analyst,2015-03-17,63758.23,Active
595,77,Jacob Srinivas,Loan Officer,2015-09-24,80881.47,Active
596,59,Mekhala Khatri,Loan Officer,2020-12-29,67586.41,Active
597,38,Barkha Rai,Branch Manager,2019-07-15,42909.66,Active
598,78,Darika Lal,Branch Manager,2017-09-20,53837.96,Active
599,40,Unnati Chaudhari,Investment Advisor,2025-04-05,68588.83,Resigned
600,3,Ekaja Jani,Fraud Analyst,2017-11-28,46922.52,Active
601,28,Odika Bath,Branch Manager,2021-03-04,60694.17,Active
602,19,Madhav Babu,Branch Manager,2016-01-15,63196.9,Active
603,38,Chakrika Dua,Teller,2014-12-10,43532.09,Active
604,64,Victor Raghavan,Relationship Manager,2021-04-18,61830.54,Active
605,89,Xalak Nazareth,Teller,2015-12-24,41407.25,Active
606,68,Vritti Sharma,Branch Manager,2014-06-19,41203.11,Active
607,2,Omkaar Dey,Risk Analyst,2023-11-09,39366.23,Resigned
608,55,Qarin Bhargava,Relationship Manager,2020-07-07,38345.56,Active
609,12,Falan Bava,Credit Analyst,2024-08-09,80686.21,Active
610,21,Nitara Devan,Teller,2025-12-08,47118.39,Active
611,67,Ekansh Dora,Relationship Manager,2011-10-04,63802.99,Active
612,35,Yashasvi Shah,Relationship Manager,2017-12-13,108902.3,Active
613,96,Vasudha Sura,Relationship Manager,2011-11-14,40451.22,Active
614,52,Nisha Arora,Customer Service Officer,2011-11-20,57614.05,Active
615,51,Bhavini Badal,Customer Service Officer,2020-02-23,106296.49,Active
616,71,Praneel Chhabra,Branch Manager,2013-03-29,77632.75,Active
617,45,Wridesh Handa,Credit Analyst,2022-02-23,69458.31,Active
618,55,Irya Loke,Risk Analyst,2025-02-15,62954.57,Active
619,87,Farhan Prakash,Customer Service Officer,2018-07-05,57703.0,Active
620,12,Yagnesh Kara,Customer Service Officer,2016-09-14,56132.78,Active
621,8,Azad Chander,Credit Analyst,2018-07-01,55433.08,Active
622,35,Krishna Soni,Branch Manager,2012-07-22,29034.81,Active
623,13,Onveer Butala,Customer Service Officer,2020-02-09,66454.47,Active
624,39,Garima Chandran,Teller,2020-08-02,66241.1,Active
625,64,Victor Kakar,Fraud Analyst,2026-05-16,68327.85,Active
626,37,Anika Batra,Relationship Manager,2012-11-12,56208.8,Active
627,88,Bachittar Gola,Teller,2026-01-26,62083.81,Active
628,13,Amol Johal,Credit Analyst,2021-08-03,28091.53,Active
629,46,Mitali Bose,Relationship Manager,2016-09-10,100528.73,Active
630,61,Wridesh Ramachandran,Teller,2023-02-13,46710.65,Active
631,61,Leena Dey,Relationship Manager,2025-01-18,50560.64,Active
632,87,Xiti Pal,Relationship Manager,2012-07-07,63030.72,Active
633,82,Rajeshri Kata,Loan Officer,2025-11-14,54503.18,Active
634,82,Harini Ranganathan,Teller,2024-10-05,43830.39,Active
635,28,Ayushman Mahajan,Investment Advisor,2024-12-06,57185.75,Active
636,15,Vritti Kari,Risk Analyst,2017-08-27,61506.5,Leave
637,63,Rachana Grewal,Risk Analyst,2023-03-02,79470.8,Active
638,14,Frederick Merchant,Loan Officer,2025-03-06,66626.78,Active
639,73,Ethan Butala,Risk Analyst,2016-02-29,53882.48,Active
640,2,Lajita Dube,Customer Service Officer,2024-03-09,53579.89,Active
641,94,Edhitha Patel,Investment Advisor,2013-06-01,72807.15,Active
642,65,Abdul Morar,Operations Officer,2019-03-03,82548.46,Active
643,90,Anamika Chaudry,Teller,2013-11-09,63319.57,Active
644,23,Rachit Sankar,Investment Advisor,2019-03-29,41785.88,Active
645,28,Harshil Bal,Teller,2013-02-15,47754.11,Active
646,73,Girik Nair,Teller,2026-04-18,111453.06,Active
647,30,Advik Manne,Loan Officer,2018-08-23,43254.52,Active
648,41,Frado Kibe,Operations Officer,2021-05-02,28151.75,Active
649,48,Lajita Gara,Fraud Analyst,2013-12-18,54428.89,Active
650,24,Charvi Loyal,Operations Officer,2019-12-29,58324.71,Active
651,28,Dev Ganesh,Teller,2018-12-30,51975.31,Active
652,47,Oviya Mistry,Branch Manager,2019-11-03,62648.43,Active
653,74,Jalsa Krishnamurthy,Loan Officer,2015-10-19,36518.2,Active
654,11,Rohan Shankar,Relationship Manager,2013-06-03,91551.85,Active
655,64,Daksha Ahuja,Teller,2018-05-02,91834.48,Active
656,65,Lajita Narayan,Branch Manager,2019-02-03,62249.78,Active
657,50,Qushi Deshpande,Teller,2016-09-17,40531.64,Active
658,46,Sai Srinivas,Customer Service Officer,2016-12-12,61956.42,Leave
659,91,Mitali Nagar,Fraud Analyst,2016-07-23,34112.67,Active
660,30,Xavier Nanda,Fraud Analyst,2017-12-31,43698.73,Active
661,37,Maya Patla,Fraud Analyst,2013-07-16,50707.51,Active
662,18,Pranit Bala,Risk Analyst,2023-12-22,26893.74,Resigned
663,77,Shaurya Sarma,Branch Manager,2025-03-04,150470.68,Active
664,53,Ekapad Rege,Operations Officer,2023-01-19,31825.98,Active
665,42,Liam Mitter,Loan Officer,2015-09-20,45445.8,Active
666,46,Mitesh Sampath,Teller,2025-01-10,48180.2,Resigned
667,68,Ethan Sen,Credit Analyst,2021-10-10,66346.2,Resigned
668,13,Nandini Warrior,Loan Officer,2020-03-21,39574.68,Active
669,51,Balhaar Parsa,Relationship Manager,2023-07-16,43663.59,Active
670,24,Ikbal Kothari,Fraud Analyst,2022-10-16,86788.12,Active
671,85,Ojas Basu,Investment Advisor,2021-03-08,59245.76,Active
672,19,Garima Sani,Teller,2013-05-28,49084.72,Active
673,54,Guneet Kuruvilla,Customer Service Officer,2015-05-19,66690.49,Active
674,81,Sanaya Prasad,Investment Advisor,2018-04-04,52204.45,Active
675,46,Xiti Dora,Fraud Analyst,2017-06-21,68321.87,Active
676,96,Vasudha Cheema,Customer Service Officer,2016-08-17,59264.04,Active
677,100,Frederick D’Alia,Customer Service Officer,2025-09-29,152623.42,Active
678,27,Ijaya Muni,Risk Analyst,2017-06-09,83691.43,Active
679,81,Samuel Verma,Credit Analyst,2019-10-26,57681.5,Active
680,47,Vamakshi Chatterjee,Branch Manager,2019-01-21,83642.24,Active
681,35,Eiravati Bhavsar,Risk Analyst,2016-09-16,36878.12,Active
682,63,Ishwar Bajaj,Customer Service Officer,2026-01-18,83874.86,Active
683,69,Ikbal Gala,Operations Officer,2024-03-14,59483.36,Active
684,43,Zaitra Ghosh,Credit Analyst,2020-12-28,52261.67,Active
685,42,Ganga Sandhu,Teller,2019-06-19,89400.92,Active
686,56,Nidhi Gour,Risk Analyst,2014-10-10,49709.69,Active
687,35,Meghana Balakrishnan,Credit Analyst,2024-02-23,57336.64,Active
688,15,Shivani Sanghvi,Teller,2018-03-21,52851.16,Active
689,8,Tanish Jha,Teller,2016-05-03,70499.01,Active
690,35,Harsh Yadav,Loan Officer,2014-10-13,70975.27,Active
691,23,Eshana Hegde,Risk Analyst,2019-05-22,42790.02,Active
692,95,Adweta Suri,Customer Service Officer,2020-07-31,84226.75,Active
693,72,Lipika Ramanathan,Credit Analyst,2021-08-03,87891.97,Active
694,45,Ijaya Pandey,Credit Analyst,2025-12-26,115630.18,Active
695,16,Orinder Mishra,Loan Officer,2022-01-21,59899.41,Active
696,16,Krish Munshi,Customer Service Officer,2013-08-10,44982.06,Active
697,66,Dalaja Dada,Fraud Analyst,2014-09-19,34110.28,Active
698,39,Lohit Vaidya,Credit Analyst,2018-03-18,45846.14,Active
699,78,Lakshit Rajagopal,Investment Advisor,2018-10-19,80042.75,Active
700,53,Vidhi Yogi,Operations Officer,2023-05-26,55947.04,Active
701,30,Ojas Suri,Teller,2016-07-07,100552.32,Active
702,55,Rachit Murty,Operations Officer,2025-12-04,50640.04,Active
703,74,Chatresh Parmer,Fraud Analyst,2011-10-07,64649.2,Active
704,14,Laban Hayer,Loan Officer,2025-06-21,94018.27,Active
705,53,Yashasvi Talwar,Investment Advisor,2018-07-25,71920.73,Active
706,59,Ojasvi Sawhney,Operations Officer,2019-12-01,32585.96,Active
707,12,Fitan Balasubramanian,Operations Officer,2025-02-21,72742.14,Active
708,49,Brinda Bali,Risk Analyst,2016-04-11,79561.37,Active
709,93,Bhavya Ganguly,Fraud Analyst,2024-11-19,76332.76,Active
710,88,Warhi Vaidya,Loan Officer,2013-07-12,104676.29,Active
711,6,Amrita Peri,Teller,2020-10-28,63877.04,Active
712,68,Ridhi Kamdar,Branch Manager,2018-11-01,41417.64,Active
713,51,Yug Mishra,Credit Analyst,2026-06-26,55315.51,Resigned
714,37,Shivani Lall,Relationship Manager,2017-07-13,78012.06,Active
715,90,Reva Dalal,Relationship Manager,2024-10-18,44585.32,Active
716,13,Shaurya Panchal,Teller,2026-04-02,69124.64,Resigned
717,11,Noah Dewan,Relationship Manager,2024-12-14,68816.28,Active
718,84,Samuel Bhargava,Credit Analyst,2021-04-20,63272.92,Active
719,37,Avni Yohannan,Fraud Analyst,2014-06-20,59800.67,Active
720,41,Brinda Mann,Credit Analyst,2021-05-06,42637.89,Active
721,18,Yoshita Chandran,Credit Analyst,2013-11-28,50118.77,Active
722,82,Daniel Malhotra,Teller,2026-05-09,56855.99,Active
723,31,Kevin Krish,Loan Officer,2014-02-02,74441.77,Active
724,56,Yug Ramaswamy,Customer Service Officer,2019-12-06,40191.4,Active
725,87,Amruta Sachdeva,Loan Officer,2017-12-26,75773.98,Active
726,3,Faqid Chander,Customer Service Officer,2018-06-16,56525.9,Active
727,21,Jyoti Sha,Investment Advisor,2019-11-27,141991.33,Active
728,99,Aarnav Chander,Risk Analyst,2024-01-14,42305.59,Active
729,54,Ishita Bhatnagar,Fraud Analyst,2025-02-20,43302.4,Active
730,13,Tejas Sanghvi,Teller,2025-08-20,62036.29,Active
731,2,Warda Loyal,Customer Service Officer,2017-02-04,63689.22,Active
732,3,Geetika De,Customer Service Officer,2021-03-26,61624.54,Active
733,54,Hemal Bava,Branch Manager,2012-05-20,59471.88,Resigned
734,60,Tripti Babu,Fraud Analyst,2013-09-18,54610.87,Active
735,84,Ridhi Shan,Operations Officer,2011-08-13,76909.41,Active
736,58,Samaksh Deo,Customer Service Officer,2022-08-29,76984.93,Active
737,59,Nathan Mahal,Risk Analyst,2013-03-10,52896.15,Active
738,25,Zashil Butala,Relationship Manager,2017-12-05,48983.53,Active
739,7,Charles Randhawa,Branch Manager,2022-03-31,83658.46,Active
740,100,Vivaan Sanghvi,Operations Officer,2022-10-03,117201.54,Active
741,51,Girish Agarwal,Risk Analyst,2015-03-27,93123.04,Active
742,72,Faras Deo,Customer Service Officer,2021-09-13,63761.28,Active
743,67,Zilmil Saxena,Risk Analyst,2011-10-05,63104.48,Active
744,87,Hemal Dara,Fraud Analyst,2026-03-28,74794.93,Active
745,9,Kevin Sridhar,Operations Officer,2012-10-22,72256.81,Active
746,17,Leela Chakraborty,Fraud Analyst,2024-01-13,60965.85,Active
747,57,Harshil Munshi,Fraud Analyst,2017-11-08,50963.13,Active
748,77,Laksh Raja,Teller,2024-10-05,81036.96,Active
749,68,Luke Biswas,Relationship Manager,2020-08-17,74867.96,Active
750,60,Nitesh Sarraf,Risk Analyst,2017-07-30,55112.45,Active
751,46,Max Sabharwal,Loan Officer,2022-01-31,70077.93,Active
752,75,Teerth Chadha,Investment Advisor,2013-04-24,64181.47,Active
753,50,Jatin Rajagopalan,Customer Service Officer,2017-08-01,34109.07,Active
754,21,Divya Dey,Teller,2015-10-26,63873.46,Active
755,62,Frado Kothari,Customer Service Officer,2021-01-06,66079.07,Active
756,95,Avi Mitra,Credit Analyst,2015-02-05,103664.89,Active
757,93,Manya Merchant,Investment Advisor,2022-08-06,70035.09,Active
758,70,Wriddhish Talwar,Risk Analyst,2018-03-02,68178.39,Active
759,99,Wridesh Tata,Investment Advisor,2022-06-16,34223.11,Active
760,19,Advik Patel,Operations Officer,2016-12-26,70386.76,Active
761,82,Lila Salvi,Fraud Analyst,2017-10-26,44898.02,Active
762,43,Urishilla Bora,Teller,2011-11-20,94933.85,Resigned
763,34,Akshay Lala,Operations Officer,2015-04-10,86464.96,Active
764,100,Darpan Rao,Relationship Manager,2020-03-21,53571.73,Active
765,81,Yachana Sagar,Branch Manager,2018-10-23,100653.64,Active
766,9,Fitan Yadav,Teller,2020-09-30,67809.98,Active
767,92,Arunima Chacko,Fraud Analyst,2016-11-15,50438.87,Active
768,48,Yasti Jani,Customer Service Officer,2025-05-08,70545.42,Active
769,93,Eta Raman,Credit Analyst,2021-07-30,203527.67,Active
770,67,Dayita Sarkar,Branch Manager,2024-01-08,35875.43,Active
771,94,Dalbir Konda,Credit Analyst,2013-01-25,58128.01,Active
772,17,Jack Setty,Loan Officer,2022-01-07,47320.68,Resigned
773,93,Dayamai Gill,Branch Manager,2013-08-20,31441.53,Active
774,1,Laksh Apte,Fraud Analyst,2014-05-23,105193.84,Active
775,20,Idika Virk,Branch Manager,2020-05-26,45189.03,Resigned
776,22,Ojas Prabhu,Loan Officer,2013-10-05,77740.44,Active
777,41,Jacob Balan,Branch Manager,2017-04-20,34923.43,Active
778,99,Anita Viswanathan,Fraud Analyst,2012-09-08,119872.65,Active
779,60,Faraj Taneja,Operations Officer,2019-05-07,56039.26,Active
780,84,Christopher Tata,Loan Officer,2026-03-22,82667.15,Active
781,93,Jhalak Dugar,Investment Advisor,2015-12-11,49377.37,Active
782,28,Jack Kari,Risk Analyst,2024-03-16,41807.17,Active
